Observation,Absolute Change,Previous Absolute Change,Centered Mean (w=6),Centered Std (w=6),Left Mean (w=6),Left Std (w=6),Right Mean (w=6),Right Std (w=6),Centered Mean (w=14),Centered Std (w=14),Left Mean (w=14),Left Std (w=14),Right Mean (w=14),Right Std (w=14)
2257.64,3.12,8.75,2255.758333,5.602925724,2254.713333,7.452532008,2256.803333,4.434595059,2249.897143,14.44049138,2242.715714,17.12050122,2257.078571,6.193694182
2273.37,15.73,3.12,2257.828333,9.1046349,2251.733333,5.140586867,2263.923333,8.328459241,2251.817143,15.68590275,2245.36,19.11399051,2258.274286,8.394686528
2267.17,6.2,15.73,2259.568333,9.822084131,2253.076667,7.209426699,2266.06,7.923528255,2254.353571,15.03316672,2249.544286,18.81873256,2259.162857,9.030244947
2232.82,34.35,6.2,2257.295,14.10675973,2256.803333,4.434595059,2257.786667,21.84286688,2255.096429,13.51399651,2254.445714,14.56369786,2255.747143,13.51313893
2232.71,0.11,34.35,2254.078333,17.37476724,2263.923333,8.328459241,2244.233333,19.86381216,2255.808571,11.83631625,2257.834286,6.464649661,2253.782857,15.88017392
2239.37,6.66,0.11,2250.513333,17.91562298,2266.06,7.923528255,2234.966667,3.813795135,2254.872143,12.61302634,2257.767143,6.531622346,2251.977143,16.80695661
2263.01,23.64,6.66,2251.408333,18.46845355,2257.786667,21.84286688,2245.03,15.92322832,2255.042143,12.7122498,2257.785714,6.541296653,2252.298571,17.02304754
2259.98,3.03,23.64,2249.176667,15.91662988,2244.233333,19.86381216,2254.12,12.86340157,2254.855714,12.61178491,2257.078571,6.193694182,2252.632857,17.16778059
2253.56,6.42,3.03,2246.908333,13.64754251,2234.966667,3.813795135,2258.85,4.825277194,2254.038571,12.2699344,2258.274286,8.394686528,2249.802857,14.6239777
2241.67,11.89,6.42,2248.383333,12.22442091,2245.03,15.92322832,2251.736667,9.290179403,2252.661429,12.51408183,2259.162857,9.030244947,2246.16,12.61478762
2227.07,14.6,11.89,2247.443333,13.78757073,2254.12,12.86340157,2240.766667,13.26808326,2250.542857,14.17299785,2255.747143,13.51313893,2245.338571,13.76315423
2220.46,6.61,14.6,2244.291667,17.62843773,2258.85,4.825277194,2229.733333,10.85292741,2248.685714,16.2938949,2253.782857,15.88017392,2243.588571,16.19964756
2187.93,32.53,6.61,2231.778333,26.23192514,2251.736667,9.290179403,2211.82,20.95166103,2244.108571,22.93516912,2251.977143,16.80695661,2236.24,26.69781889
2186.74,1.19,32.53,2219.571667,27.49425643,2240.766667,13.26808326,2198.376667,19.13398112,2238.821429,26.9769337,2252.298571,17.02304754,2225.344286,29.3803851
2200.95,14.21,1.19,2210.803333,22.40503664,2229.733333,10.85292741,2191.873333,7.883110638,2234.772143,28.16348814,2252.632857,17.16778059,2216.911429,26.06689818
2202.47,1.52,14.21,2204.27,16.55605629,2211.82,20.95166103,2196.72,8.676283767,2229.707857,27.04119768,2249.802857,14.6239777,2209.612857,20.69400937
2196.68,5.79,1.52,2199.205,12.28297806,2198.376667,19.13398112,2200.033333,3.001871638,2224.672857,26.07452763,2246.16,12.61478762,2203.185714,15.38339674
2175.81,20.87,5.79,2191.763333,10.17485463,2191.873333,7.883110638,2191.653333,14.02281831,2220.600714,28.99270849,2245.338571,13.76315423,2195.862857,14.2799063
2172.07,3.74,20.87,2189.12,13.02956638,2196.72,8.676283767,2181.52,13.26145166,2216.269286,31.46847078,2243.588571,16.19964756,2188.95,11.90281339
2178.24,6.17,3.74,2187.703333,13.78053942,2200.033333,3.001871638,2175.373333,3.10809159,2211.902857,32.24796271,2236.24,26.69781889,2187.565714,12.58512198
2169.43,8.81,6.17,2182.45,13.72859643,2191.653333,14.02281831,2173.246667,4.521330925,2205.218571,30.49034194,2225.344286,29.3803851,2185.092857,14.35112622
2160.22,9.21,8.81,2175.408333,12.150999,2181.52,13.26145166,2169.296667,9.010739888,2198.092857,28.28534343,2216.911429,26.06689818,2179.274286,15.08834302
2144.31,15.91,9.21,2166.68,12.61549523,2175.373333,3.10809159,2157.986667,12.70804601,2190.289286,26.83889269,2209.612857,20.69400937,2170.965714,16.16159115
2114.05,30.26,15.91,2156.386667,23.86041631,2173.246667,4.521330925,2139.526667,23.45372963,2181.173571,29.57824502,2203.185714,15.38339674,2159.161429,22.98538697
2120.3,6.25,30.26,2147.758333,26.29140195,2169.296667,9.010739888,2126.22,15.97503365,2173.547143,30.58176843,2195.862857,14.2799063,2151.231429,25.6995768
2089.88,30.42,6.25,2133.031667,30.25131496,2157.986667,12.70804601,2108.076667,16.06563517,2164.22,34.79568452,2188.95,11.90281339,2139.49,32.47443405
2063.81,26.07,30.42,2115.428333,35.16602532,2139.526667,23.45372963,2091.33,28.27290045,2155.354286,43.10917013,2187.565714,12.58512198,2123.142857,38.04127045
2100.05,36.24,26.07,2105.4,27.60449818,2126.22,15.97503365,2084.58,18.6922952,2149.162143,44.45906608,2185.092857,14.35112622,2113.231429,32.62400723
2109.45,9.4,36.24,2099.59,20.54224623,2108.076667,16.06563517,2091.103333,24.09947164,2142.626429,42.96059511,2179.274286,15.08834302,2105.978571,25.24579465
2115.83,6.38,9.4,2099.886667,20.80402525,2091.33,28.27290045,2108.443333,7.938018225,2136.437857,39.80102747,2170.965714,16.16159115,2101.91,19.73144783
2082.21,33.62,6.38,2093.538333,19.06824419,2084.58,18.6922952,2102.496667,17.85602793,2128.261429,38.19904567,2159.161429,22.98538697,2097.361429,20.13232925
2068.11,14.1,33.62,2089.91,21.78172445,2091.103333,24.09947164,2088.716667,24.5163646,2120.568571,38.72782658,2151.231429,25.6995768,2089.905714,19.88390627
2091.24,23.13,14.1,2094.481667,17.70522908,2108.443333,7.938018225,2080.52,11.65724238,2114.795,36.41541236,2139.49,32.47443405,2090.1,19.89025641
2056,35.24,23.13,2087.14,23.21123693,2102.496667,17.85602793,2071.783333,17.90487178,2106.063571,34.64470602,2123.142857,38.04127045,2088.984286,21.74345101
2070.3,14.3,35.24,2080.615,21.09124629,2088.716667,24.5163646,2072.513333,17.72395366,2098.982857,30.59052277,2113.231429,32.62400723,2084.734286,22.12419856
2064.83,5.47,14.3,2072.115,12.64731869,2080.52,11.65724238,2063.71,7.215490281,2092.169286,26.21160121,2105.978571,25.24579465,2078.36,20.15677884
2047.22,17.61,5.47,2066.283333,14.9236412,2071.783333,17.90487178,2060.783333,12.06039939,2085.234286,24.11525139,2101.91,19.73144783,2068.558571,14.8940541
2037.47,9.75,17.61,2061.176667,18.88903668,2072.513333,17.72395366,2049.84,13.86689223,2079.764286,25.70884096,2097.361429,20.13232925,2062.167143,17.44124586
2061.09,23.62,9.75,2056.151667,12.07210241,2063.71,7.215490281,2048.593333,11.86973603,2075.535,23.28328445,2089.905714,19.88390627,2061.164286,17.24328358
2078.92,17.83,23.62,2059.971667,15.2282493,2060.783333,12.06039939,2059.16,20.79228944,2074.752143,22.94566565,2090.1,19.89025641,2059.404286,13.98224214
2090.35,11.43,17.83,2063.313333,19.53799444,2049.84,13.86689223,2076.786667,14.74619386,2076.647857,23.06812125,2088.984286,21.74345101,2064.311429,18.03009653
2084.08,6.27,11.43,2066.521667,21.33475982,2048.593333,11.86973603,2084.45,5.723975891,2075.507143,22.20040902,2084.734286,22.12419856,2066.28,19.48637473
2103.02,18.94,6.27,2075.821667,23.30877038,2059.16,20.79228944,2092.483333,9.648535295,2075.047857,21.49962904,2078.36,20.15677884,2071.735714,23.86658812
2139.36,36.34,18.94,2092.803333,26.65521087,2076.786667,14.74619386,2108.82,28.09269656,2076.728571,25.48357536,2068.558571,14.8940541,2084.898571,32.08551669
2155.43,16.07,36.34,2108.526667,31.57697241,2084.45,5.723975891,2132.603333,26.85035257,2081.958571,33.07717336,2062.167143,17.44124586,2101.75,33.94677402
2151.69,3.74,16.07,2120.655,31.90443778,2092.483333,9.648535295,2148.826667,8.408937705,2087.928571,37.61649472,2061.164286,17.24328358,2114.692857,33.12211231
2141.22,10.47,3.74,2129.133333,28.85376625,2108.82,28.09269656,2149.446667,7.365828761,2091.498571,40.23545219,2059.404286,13.98224214,2123.592857,30.14400975
2115.4,25.82,10.47,2134.353333,20.7750347,2132.603333,26.85035257,2136.103333,18.67822886,2095.741429,39.32575489,2064.311429,18.03009653,2127.171429,26.84635322
2116.42,1.02,25.82,2136.586667,17.13423668,2148.826667,8.408937705,2124.346667,14.62163238,2099.035714,38.96063057,2066.28,19.48637473,2131.791429,20.13980836
2121.46,5.04,1.02,2133.603333,18.08664332,2149.446667,7.365828761,2117.76,3.244626327,2103.080714,38.06557994,2071.735714,23.86658812,2134.425714,16.65352001
2116.84,4.62,5.04,2127.171667,15.44047463,2136.103333,18.67822886,2118.24,2.79649781,2108.053571,34.59606149,2084.898571,32.08551669,2131.208571,17.68473205
2110.78,6.06,4.62,2120.353333,10.7762826,2124.346667,14.62163238,2116.36,5.356155338,2113.29,28.01242499,2101.75,33.94677402,2124.83,15.39666739
2106.64,4.14,6.06,2114.59,5.176543248,2117.76,3.244626327,2111.42,5.13002924,2116.543571,23.813748,2114.692857,33.12211231,2118.394286,11.11929083
2131.33,24.69,4.14,2117.245,8.616964083,2118.24,2.79649781,2116.25,13.2226964,2120.287143,21.44605843,2123.592857,30.14400975,2116.981429,7.897025661
2145.26,13.93,24.69,2122.051667,14.26040451,2116.36,5.356155338,2127.743333,19.55822674,2124.209286,20.55233599,2127.171429,26.84635322,2121.247143,13.19078304
2160.35,15.09,13.93,2128.533333,21.1240902,2111.42,5.13002924,2145.646667,14.51386349,2129.657143,19.15817617,2131.791429,20.13980836,2127.522857,19.46801027
2146.15,14.2,15.09,2133.418333,21.26767257,2116.25,13.2226964,2150.586667,8.466996713,2132.737857,17.9766302,2134.425714,16.65352001,2131.05,20.40076633
2149.33,3.18,14.2,2139.843333,18.73271328,2127.743333,19.55822674,2151.943333,7.451988549,2133.45,18.45038336,2131.208571,17.68473205,2135.691429,20.32478735
2171.75,22.42,3.18,2150.695,13.88232509,2145.646667,14.51386349,2155.743333,13.95306896,2134.615714,20.36241172,2124.83,15.39666739,2144.401429,20.92516223
2182.83,11.08,22.42,2159.278333,15.35713569,2150.586667,8.466996713,2167.97,17.06689193,2136.84,23.78426015,2118.394286,11.11929083,2155.285714,17.5533965
2175.51,7.32,11.08,2164.32,14.78953008,2151.943333,7.451988549,2176.696667,5.634512697,2139.289286,25.93806513,2116.981429,7.897025661,2161.597143,15.30270642
2166.03,9.48,7.32,2165.266667,14.66585922,2155.743333,13.95306896,2174.79,8.423111064,2142.905714,25.88056881,2121.247143,13.19078304,2164.564286,13.51639357
2172.03,6,9.48,2169.58,11.34992335,2167.97,17.06689193,2171.19,4.795497889,2146.877857,25.77012289,2127.522857,19.46801027,2166.232857,13.6299006
2166.86,5.17,6,2172.501667,6.168028588,2176.696667,5.634512697,2168.306667,3.251097251,2150.120714,25.17520589,2131.05,20.40076633,2169.191429,10.41189453
2141.07,25.79,5.17,2167.388333,14.28797035,2174.79,8.423111064,2159.986667,16.58500628,2151.851429,23.48756982,2135.691429,20.32478735,2168.011429,13.146843
2147.9,6.83,25.79,2161.566667,13.84723607,2171.19,4.795497889,2151.943333,13.36197715,2154.502857,20.38473729,2144.401429,20.92516223,2164.604286,14.97925883
2152.09,4.19,6.83,2157.663333,12.35074357,2168.306667,3.251097251,2147.02,5.562454494,2157.749286,15.11343338,2155.285714,17.5533965,2160.212857,13.13841278
2129.76,22.33,4.19,2151.618333,15.8243299,2159.986667,16.58500628,2143.25,11.86903956,2157.637143,15.32883579,2161.597143,15.30270642,2153.677143,15.43843873
2137.65,7.89,22.33,2145.888333,12.91145138,2151.943333,13.36197715,2139.833333,11.32397604,2157.093571,15.92484107,2164.564286,13.51639357,2149.622857,15.38011673
2120.77,16.88,7.89,2138.206667,11.58101665,2147.02,5.562454494,2129.393333,8.445971426,2154.266429,18.59219547,2166.232857,13.6299006,2142.3,15.13453887
2134.37,13.6,16.88,2137.09,11.57272137,2143.25,11.86903956,2130.93,8.950351948,2153.425,19.24295266,2169.191429,10.41189453,2137.658571,10.67096439
2128.91,5.46,13.6,2133.925,10.57915261,2139.833333,11.32397604,2128.016667,6.843868302,2151.966429,20.32092162,2168.011429,13.146843,2135.921429,11.00751929
2137.25,8.34,5.46,2131.451667,6.387119591,2129.393333,8.445971426,2133.51,4.235988669,2149.502143,19.82303213,2164.604286,14.97925883,2134.4,9.738827787
2141.41,4.16,8.34,2133.393333,7.452016282,2130.93,8.950351948,2135.856667,6.36541698,2146.543571,17.41037825,2160.212857,13.13841278,2132.874286,6.939956429
2135.56,5.85,4.16,2133.045,7.259613626,2128.016667,6.843868302,2138.073333,3.010653307,2143.69,15.46251348,2153.677143,15.43843873,2133.702857,6.851843339
2136.08,0.52,5.85,2135.596667,4.073807392,2133.51,4.235988669,2137.683333,3.237843933,2141.550714,14.15009131,2149.622857,15.38011673,2133.478571,6.725638578
2145.15,9.07,0.52,2137.393333,5.538464288,2135.856667,6.36541698,2138.93,5.3929491,2139.630714,11.21566382,2142.3,15.13453887,2136.961429,5.183430102
2137.06,8.09,9.07,2138.751667,3.753576517,2138.073333,3.010653307,2139.43,4.977840897,2137.502143,8.02413492,2137.658571,10.67096439,2137.345714,5.057472548
2167.04,29.98,8.09,2143.716667,12.00428368,2137.683333,3.237843933,2149.75,15.51032237,2139.357143,11.26126337,2135.921429,11.00751929,2142.792857,11.22762919
2156.9,10.14,29.98,2146.298333,13.03076117,2138.93,5.3929491,2153.666667,15.24929288,2140,12.01791739,2134.4,9.738827787,2145.6,12.03803555
2174.55,17.65,10.14,2152.796667,15.99048801,2139.43,4.977840897,2166.163333,8.857597492,2141.604286,14.9076556,2132.874286,6.939956429,2150.334286,15.98508665
2157.81,16.74,17.65,2156.418333,13.75111838,2149.75,15.51032237,2163.086667,9.937959214,2143.607857,15.07732489,2133.702857,6.851843339,2153.512857,14.71972341
2174.19,16.38,16.74,2161.258333,14.09801038,2153.666667,15.24929288,2168.85,9.562614705,2146.217857,17.00596374,2133.478571,6.725638578,2158.957143,14.23715528
2164.39,9.8,16.38,2165.813333,7.661975376,2166.163333,8.857597492,2165.463333,8.242580502,2149.333571,15.94790153,2136.961429,5.183430102,2161.705714,12.9239814
2177.91,13.52,9.8,2167.625,9.150531679,2163.086667,9.937959214,2172.163333,6.984134401,2152.443571,17.01505379,2137.345714,5.057472548,2167.541429,8.356180205
2191.32,13.41,13.52,2173.361667,11.55536657,2168.85,9.562614705,2177.873333,13.46503744,2156.901429,18.48697997,2142.792857,11.22762919,2171.01,12.24681319
2216.81,25.49,13.41,2180.405,21.24300708,2165.463333,8.242580502,2195.346667,19.76013748,2162.584286,23.52367015,2145.6,12.03803555,2179.568571,19.51798523
2218.15,1.34,25.49,2190.461667,22.64357959,2172.163333,6.984134401,2208.76,15.11833655,2168.065714,26.90763852,2150.334286,15.98508665,2185.797143,24.0744863
2195.38,22.77,1.34,2193.993333,21.20493024,2177.873333,13.46503744,2210.113333,12.77701974,2172.338571,26.08583402,2153.512857,14.71972341,2191.164286,20.75408703
2184.83,10.55,22.77,2197.4,16.65066005,2195.346667,19.76013748,2199.453333,17.0293756,2175.820714,24.04757607,2158.957143,14.23715528,2192.684286,19.66476024
2198.44,13.61,10.55,2200.821667,13.69085157,2208.76,15.11833655,2192.883333,7.140240425,2179.627143,23.01473054,2161.705714,12.9239814,2197.548571,15.2049854
2186.22,12.22,13.61,2199.971667,14.5312703,2210.113333,12.77701974,2189.83,7.488798301,2183.138571,19.50284786,2167.541429,8.356180205,2198.735714,13.66228002
2175.99,10.23,12.22,2193.168333,14.62646836,2199.453333,17.0293756,2186.883333,11.23969009,2183.777857,19.07658741,2171.01,12.24681319,2196.545714,16.06626575
2166.74,9.25,10.23,2184.6,11.86206559,2192.883333,7.140240425,2176.316667,9.744107621,2184.480714,18.16984758,2179.568571,19.51798523,2189.392857,16.67505694
2179.74,13,9.25,2181.993333,10.67881954,2189.83,7.488798301,2174.156667,6.691101055,2184.851429,18.003835,2185.797143,24.0744863,2183.905714,10.98323246
2178.6,1.14,13,2180.955,10.65068214,2186.883333,11.23969009,2175.026667,7.199064754,2186.336429,16.38658767,2191.164286,20.75408703,2181.508571,9.832392772
2188.57,9.97,1.14,2179.31,7.787323032,2176.316667,9.744107621,2182.303333,5.456943589,2187.363571,16.01308629,2192.684286,19.66476024,2182.042857,10.13976777
2173.18,15.39,9.97,2177.136667,7.275995235,2174.156667,6.691101055,2180.116667,7.806294469,2187.991429,15.19442198,2197.548571,15.2049854,2178.434286,7.476861768
2144.87,28.31,15.39,2171.95,15.12028042,2175.026667,7.199064754,2168.873333,22.16603332,2185.631429,18.9760253,2198.735714,13.66228002,2172.527143,13.88707038
2156.78,11.91,28.31,2170.29,16.30684274,2182.303333,5.456943589,2158.276667,14.21421941,2183.164286,20.37342527,2196.545714,16.06626575,2169.782857,14.94639167
2152.82,3.96,11.91,2165.803333,16.88006477,2180.116667,7.806294469,2151.49,6.065368909,2178.593571,19.39915843,2189.392857,16.67505694,2167.794286,16.2847903
2144.11,8.71,3.96,2160.055,17.51153306,2168.873333,22.16603332,2151.236667,6.48169988,2173.305,17.81333846,2183.905714,10.98323246,2162.704286,17.45496573
2143.15,0.96,8.71,2152.485,11.50750494,2158.276667,14.21421941,2146.693333,5.32751662,2169.574286,18.29724347,2181.508571,9.832392772,2157.64,17.2154117
2135.43,7.72,0.96,2146.193333,7.578824887,2151.49,6.065368909,2140.896667,4.758543194,2166.045714,19.82819,2182.042857,10.13976777,2150.048571,12.32499551
2112.88,22.55,7.72,2140.861667,15.65030277,2151.236667,6.48169988,2130.486667,15.72881538,2159.934286,22.12786643,2178.434286,7.476861768,2141.434286,14.36680997
2075.66,37.22,22.55,2127.341667,28.72553388,2146.693333,5.32751662,2107.99,30.18356009,2152.037143,30.25972251,2172.527143,13.88707038,2131.547143,28.48565353
2068.65,7.01,37.22,2113.313333,33.88386912,2140.896667,4.758543194,2085.73,23.77239786,2144.37,36.64816671,2169.782857,14.94639167,2118.957143,34.34722585
2078.75,10.1,7.01,2102.42,32.48009852,2130.486667,15.72881538,2074.353333,5.175232684,2138.085,39.91596553,2167.794286,16.2847903,2108.375714,33.57714096
2057.37,21.38,10.1,2088.123333,29.72872528,2107.99,30.18356009,2068.256667,10.69542581,2129.344286,43.34376625,2162.704286,17.45496573,2095.984286,34.1915135
2056.96,0.41,21.38,2075.045,20.62019083,2085.73,23.77239786,2064.36,12.46379156,2120.655714,44.8753389,2157.64,17.2154117,2083.671429,29.58435027
2068.89,11.93,0.41,2067.713333,9.053597443,2074.353333,5.175232684,2061.073333,6.772535222,2112.107143,42.26618442,2150.048571,12.32499551,2074.165714,18.966784
2069.89,1,11.93,2066.751667,8.317183217,2068.256667,10.69542581,2065.246667,7.193860809,2104.729286,39.72397928,2141.434286,14.36680997,2068.024286,8.305612274
2045.2,24.69,1,2062.843333,11.95907967,2064.36,12.46379156,2061.326667,13.97505039,2097.61,40.89085717,2131.547143,28.48565353,2063.672857,11.13551782
2053.27,8.07,24.69,2058.596667,9.439486568,2061.073333,6.772535222,2056.12,12.5893169,2090.216429,38.66666893,2118.957143,34.34722585,2061.475714,11.50111568
2070.66,17.39,8.07,2060.811667,10.58396413,2065.246667,7.193860809,2056.376667,13.01120415,2084.347857,34.43782763,2108.375714,33.57714096,2060.32,9.748969176
2092.03,21.37,17.39,2066.656667,16.2164505,2061.326667,13.97505039,2071.986667,19.41402672,2080.627857,30.01447809,2095.984286,34.1915135,2065.271429,15.25046166
2091.07,0.96,21.37,2070.353333,19.09920068,2056.12,12.5893169,2084.586667,12.07039491,2076.907857,24.36513593,2083.671429,29.58435027,2070.144286,17.44387558
2088.13,2.94,0.96,2073.393333,20.41687015,2056.376667,13.01120415,2090.41,2.032043307,2073.529286,18.0998659,2074.165714,18.966784,2072.892857,18.68494467
2090.11,1.98,2.94,2080.878333,15.70142977,2071.986667,19.41402672,2089.77,1.499199787,2071.902857,15.05955992,2068.024286,8.305612274,2075.781429,19.67980727
2089.15,0.96,1.98,2086.858333,8.053725639,2084.586667,12.07039491,2089.13,0.990151504,2072.866429,15.73487973,2063.672857,11.13551782,2082.06,14.67038173
2074.92,14.23,0.96,2087.568333,6.347057323,2090.41,2.032043307,2084.726667,8.50637604,2073.314286,15.69481674,2061.475714,11.50111568,2085.152857,8.626275199
2069.04,5.88,14.23,2083.736667,9.345890362,2089.77,1.499199787,2077.703333,10.33988556,2072.620714,15.65061437,2060.32,9.748969176,2084.921429,9.089206838
2068.96,0.08,5.88,2080.051667,10.19632368,2089.13,0.990151504,2070.973333,3.418147647,2073.448571,15.07791092,2065.271429,15.25046166,2081.625714,10.1971023
2063,5.96,0.08,2075.863333,11.31434606,2084.726667,8.50637604,2067,3.464332548,2073.88,14.65017196,2070.144286,17.44387558,2077.615714,11.32142049
2076.91,13.91,5.96,2073.663333,9.046105608,2077.703333,10.33988556,2069.623333,6.978684212,2074.452857,14.59674486,2072.892857,18.68494467,2076.012857,10.33611099
2060.18,16.73,13.91,2068.835,6.49995,2070.973333,3.418147647,2066.696667,8.956686515,2073.759286,15.05376184,2075.781429,19.67980727,2071.737143,9.703856131
2067.16,6.98,16.73,2067.541667,5.779080953,2067,3.464332548,2068.083333,8.403132352,2075.327857,12.82868371,2082.06,14.67038173,2068.595714,5.967293795
2075.76,8.6,6.98,2068.661667,6.704602648,2069.623333,6.978684212,2067.7,7.804024603,2076.934286,11.15273593,2085.152857,8.626275199,2068.715714,6.122107091
2071.43,4.33,8.6,2069.073333,6.801710569,2066.696667,8.956686515,2071.45,4.300034884,2076.989286,11.12126823,2084.921429,9.089206838,2069.057143,6.209231606
2097.8,26.37,4.33,2074.873333,12.78915426,2068.083333,8.403132352,2081.663333,14.14147211,2077.401429,11.80729426,2081.625714,10.1971023,2073.177143,12.50765727
2087.86,9.94,26.37,2076.698333,13.87324103,2067.7,7.804024603,2085.696667,13.31744095,2077.172143,11.54980664,2077.615714,11.32142049,2076.728571,12.66473112
2068.22,19.64,9.94,2078.038333,12.25224292,2071.45,4.300034884,2084.626667,15.0527384,2075.75,11.32025346,2076.012857,10.33611099,2075.487143,13.0636094
2075.73,7.51,19.64,2079.466667,11.18335132,2081.663333,14.14147211,2077.27,9.910151361,2074.722857,10.54275648,2071.737143,9.703856131,2077.708571,11.21869337
2071.24,4.49,7.51,2078.713333,11.62643826,2085.696667,13.31744095,2071.73,3.778901957,2073.443571,9.711302382,2068.595714,5.967293795,2078.291429,10.67197643
2050.12,21.12,4.49,2075.161667,16.52099321,2084.626667,15.0527384,2065.696667,13.67532206,2071.672143,11.51554079,2068.715714,6.122107091,2074.628571,15.14734347
2061.62,11.5,21.12,2069.131667,12.78619008,2077.27,9.910151361,2060.993333,10.57393651,2071.142143,11.81291547,2069.057143,6.209231606,2073.227143,15.92637301
2056.65,4.97,11.5,2063.93,9.593026634,2071.73,3.778901957,2056.13,5.767607823,2070.262857,12.42986814,2073.177143,12.50765727,2067.348571,12.58947501
2046.42,10.23,4.97,2060.296667,11.56823352,2065.696667,13.67532206,2054.896667,7.750202148,2069.078571,13.88030805,2076.728571,12.66473112,2061.428571,10.97672451
2042.58,3.84,10.23,2054.771667,10.59866863,2060.993333,10.57393651,2048.55,7.272819261,2066.626429,15.34545616,2075.487143,13.0636094,2057.765714,12.5044017
2030.65,11.93,3.84,2048.006667,10.93358435,2056.13,5.767607823,2039.883333,8.223577891,2064.517143,18.08471323,2077.708571,11.21869337,2051.325714,13.29405614
2004.15,26.5,11.93,2040.345,20.80601139,2054.896667,7.750202148,2025.793333,19.66994238,2060.016429,24.18733986,2078.291429,10.67197643,2041.741429,19.34920793
1994.43,9.72,26.5,2029.146667,24.76932027,2048.55,7.272819261,2009.743333,18.74662992,2054.207143,29.33442017,2074.628571,15.14734347,2033.785714,25.72763809
1976.78,17.65,9.72,2015.835,28.2497,2039.883333,8.223577891,1991.786667,13.87514444,2047.446429,35.34994366,2073.227143,15.92637301,2021.665714,30.05026725
1963.88,12.9,17.65,2002.078333,30.39286852,2025.793333,19.66994238,1978.363333,15.33642179,2037.880714,38.64221097,2067.348571,12.58947501,2008.412857,32.41381481
1971.55,7.67,12.9,1990.24,24.77639845,2009.743333,18.74662992,1970.736667,6.488345963,2029.572857,39.56242767,2061.428571,10.97672451,1997.717143,30.04849287
1962.77,8.78,7.67,1978.926667,16.87028947,1991.786667,13.87514444,1966.066667,4.781028481,2022.040714,41.62300537,2057.765714,12.5044017,1986.315714,24.88691213
1979.67,16.9,8.78,1974.846667,11.72596208,1978.363333,15.33642179,1971.33,8.452147656,2015.179286,39.97672274,2051.325714,13.29405614,1979.032857,15.40295936
1967.35,12.32,16.9,1970.333333,6.898738049,1970.736667,6.488345963,1969.93,8.74041189,2007.758571,38.38038118,2041.741429,19.34920793,1973.775714,11.07295784
1961.8,5.55,12.32,1967.836667,6.809128187,1966.066667,4.781028481,1969.606667,9.14623602,2001.45,38.13964644,2033.785714,25.72763809,1969.114286,7.075523201
1962.23,0.43,5.55,1967.561667,7.030602866,1971.33,8.452147656,1963.793333,3.087658228,1994.350714,35.21626121,2021.665714,30.05026725,1967.035714,6.567155288
1933.07,29.16,0.43,1961.148333,15.32403396,1969.93,8.74041189,1952.366667,16.71278652,1985.523571,33.86133752,2008.412857,32.41381481,1962.634286,14.53081996
1928.65,4.42,29.16,1955.461667,20.16736415,1969.606667,9.14623602,1941.316667,18.24581413,1977.111429,32.15491633,1997.717143,30.04849287,1956.505714,18.61627591
